Image_ID,Image_file_link,MSA_Caption,Sudanese_Caption,Region,Audio_file_link,Category,Collection_method,Source_license,Secondary_category
IMG_000022.jpg,Google drive,حافلة نقل ركاب بالطريق العام,شريحة ماشة في شارع ظلط فيهو موية ووراها بوكسي,,Audio_link,Transportation,A friend Submission,Permission Form,
IMG_000023.jpg,Google drive,حافلة الوالي مميز بلونة الاخضر و الاسود,بص الوالي مركون و مميز بلونة لون الزينب و الاسود ,,Audio_link,Transportation,Direct Permission,Permission Form,
IMG_000024.jpg,Google drive,نساء يرتدين الثوب التقليدي السوداني و يركبن الحمير في منطقة مليئة بالحشائش ,نسوان لابسات تياب و ركبات في الحمير وشايلات الموية و ماشات في الخلا ,,Audio_link,Transportation,Licened Public(Wikimmedia common),CC BY-SA 2.0 Esmat Mohammed,
IMG_000025.jpg,Google drive,دراجات  نارية ملونة متوقفة علي جنب الطريق العام,مواتر ملونة بالاحمر و الازرق مرصوصة جمب الظلط,,Audio_link,Transportation,Direct Permission,Permission Form,
IMG_000026.jpeg,Google drive,مرق البامية,ملاح بامية مفروكة بالكسرة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000027.jpeg,Google drive,طبق يحتوي على الدجاج المتبل بزبدة الفول السوداني و بجانبه قطع من الليمون و البصل,صحن فيهو أقاشي مع ليمون و بصل,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000028.jpeg,Google drive,خبز دقيق الذرة ,طرقات كسرة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000029.jpg,Google drive,بُن مُحمَّص على مِوقَد فَحمي,بُن مقلي في الكانون,,Audio_link,Food & Drinks,A friend Submission,Permission Form,
IMG_000030.jpg,Google drive,عشبة الموليتا و الفول السوداني,صينية فيها صحانة موليتا و فول سوداني,القضارف/ ولاية القضارف,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000031.jpg,Google drive,زلابية بالسكر المطحون,لقيمات بالسكر المسحون,,Audio_link,Food & Drinks,Own recording,Permission Form,
IMG_000032.jpeg,Google drive,بسكويت محضر بمادة النشادر,بسكويت مكنة / نشادر,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000033.jpge,Google drive,رقائق و مشروب الذرة المنبتة والمطحونة مع بهارات وأعشاب متنوعة,عصير و طرقات آبري,,Audio_link,Food & Drinks,Direct Permission,Permission Form,
IMG_000034.jpeg,Google drive,سلطة الباذنجان المطهية بزبدة الفول السوداني,سلطة اسود مطبوخة,,Audio_link,Food & Drinks,Own recording,Permission Form,
IMG_000035.jpeg,Google drive,وعاء يحتوي على الحمص مع التمر,كورة فيها كبكبي بالبلح,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000036.jpeg,Google drive,مشروب التمر المخمَّر مع قطع الثلج,كباية شربوت بلح مع التلج,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000037.jpg,Google drive,فول مع الخبز و الزيت,صحن بوش و زيت فول,القضارف/ ولاية القضارف,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000038.jpeg,Google drive,عجين ذرة مطبوخ,صحن عصيدة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000039.jpeg,Google drive,صينية إفطار تحتوي على الفلافل والفول والجبنة البيضاء والسلطة الخضراء والخبز,صينية فطورفيها طعمية وفول وجبنة بيضا وسلطة خدرا وعيش,,Audio_link,Food & Drinks,Licened Public(Wikimmedia common),"CC BY-SA 1.0, by Rahma Abdalla",
IMG_000040.jpeg,Google drive,مرق نبات السِّلْق مع خبز الذرة,ملاح سلج بالكسرة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000041.jpeg,Google drive,مرق اللوبياء المفروم مع السَّمن,ملاح لوبا مفرومة بالسَّمْنة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000042.jpeg,Google drive,حلوى القلاش/الفيلو بالمكسرات,صحن فيو باسطة مشكلة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000043.jpeg,Google drive,حلوى المشبك,صينية فيها مشبك,,Audio_link,Food & Drinks,Licened Public(Wikimmedia common),"CC BY-SA 4.0, by Minetalla Dine",
IMG_000044.jpeg,Google drive,نقانق مشويّة,سجق  مشوي في النار,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000045.jpeg,Google drive,مرق الصلصلة واللحم المفروم,صحن فيهو ملاح تقلية,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),Permission Form,
IMG_000046.jpeg,Google drive,عجين ذرة مطبوخ مع مرق الزبادي الرائب و اللحم المفروم,عصيدة بملاح نعيمية,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000047.jpg,Google drive,صينية تحتوي على مـُـثـلّـجات مـنزلية مع إبريقينِ من العصير,صينية فيها داردمة و جكّين عصير,القضارف/ ولاية القضارف,Audio_link,Food & Drinks,Own recording,permession form,
IMG_000048.jpg,Google drive,حبوب الدخن مع اللوبياء الحمراء,دخن مع بليلة عدسية,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000049.jpeg,Google drive,مرق الفاصولياء و اللحم,ملاح فاصوليا باللحمة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000050.jpeg,Google drive,طبق يحتوي على الفول مع الجبن الأبيض وزيت السمسم,صحن فول بالجبنة وزيت السمسم,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000051.jpeg,Google drive,لحم القلب والكُلى والكبد,كباب قلب وكلاوي وكبدة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000052.jpeg,Google drive,طبق صلصة الزبادي الرائب مع الثوم وبهار الحلبة والكمون,صحن مِش,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000053.jpg,Google drive,بصل مع صلصة الفلفل الحار,صحن بصل و كورة شطة بالدكوة,القضارف/ ولاية القضارف,Audio_link,Food & Drinks,A friend submission,permession form,
IMG_000054.jpg,Google drive,ذرة منفوشة وحلوى الكراميل,سَبت فشار و حلاوة بقرة,القضارف/ ولاية القضارف,Audio_link,Food & Drinks,A friend submission,permession form,
IMG_000055.jpeg,Google drive,كرات اللحم المفروم مع صلصة الطماطم المُسَبَّكة,كفتة في الطوّة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000056.jpg,Google drive,ثمرة القشطة,قشطة,القضارف/ ولاية القضارف,Audio_link,Food & Drinks,own recording,permession form,
IMG_000057.jpeg,Google drive,صينية تحتوي على كعك مغطّى بالسكر المطحون وبسكويت محشو بالتمر وبسكويت الزبدة,صينية ناعم ومعمول وبيتيفور,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000058.jpeg,Google drive,حبوب القمح بالحليب و السَّمن,قمح باللبن و السَّمن,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000059.jpg,Google drive,خبز الذرة مع مرقة القرع,كسرة بملاح قرع,,Audio_link,Food & Drinks,own recording,permession form,
IMG_000060.jpg,Google drive,قِدر يحتوي على بطاطس باللحم المفروم,حلة  فيها قِيمة,القضارف/ ولاية القضارف,Audio_link,Food & Drinks,own recording,permession form,
IMG_000061.jpg,Google drive,أكواب من الشاي الأحمر الساخن,كبابي شاي أحمر,,Audio_link,Food & Drinks,A friend submission,permession form,
IMG_000062.jpg,Google drive,خبز القمح السميك مع مرقة الدجاج و البصل و الفلفل الحار مع زبدة الفول السوداني,قراصة ودمعة جداد و بصل و شطة بالدكوة,,Audio_link,Food & Drinks,own recording,permession form,
IMG_000063.jpeg,Google drive,مرق حبات البصل الكاملة مع الأرز,ملاح قاورما بالرز,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000064.jpg,Google drive,بسكويت باليانسون المجفف,بسكويت يانسون,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000065.jpeg,Google drive,صينية تحتوي على كؤوس سلطة الفواكه,صينية فيها كاسات سلطة فواكه,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000066.jpeg,Google drive,حبات الفلفل و الباذنجان المحشوة بالأرز والخضار,محشي فلفلية و أسود,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000067.jpeg,Google drive,طبق شعيرية,صحن شعيرية,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000068.jpg,Google drive,مقرمشات مقلية,فنكوش,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000069.jpg,Google drive,طبق الزلابية المغطاة بالشوكولاتة  بجانب أكواب من الشاي بالحليب,صحن لقيمات بالشوكولاتة مع شاي لبن,القضارف/ ولاية القضارف,Audio_link,Food & Drinks,own recording,permession form,
IMG_000070.jpg,Google drive,صينية ضيافة تضم حلويات متنوعة مع التمر,شيالة فيها بلح وحلاوة,القضارف/ ولاية القضارف,Audio_link,Food & Drinks,own recording,permession form,
IMG_000071.jpeg,Google drive,معكرونة مع أضلاع اللحم و شرائح البصل  والليمون,مكرونة بالضلع مع بصل و ليمون,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000072.jpg,Google drive,أطباق تحتوي على البطاطا الحلوة والفقوس مع صلصة الفلفل الحار، في جلسة على ضفاف النيل,قعدة على النيل فيها صحانة  بامبي وتبش ومعاهم شطة بالدكوة  ,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000073.jpg,Google drive,صينية تحتوي على السمك المملّح المجفف وخبز القمح والبرتقال,صينية فيها فسيخ وعيش بلدي وبرتكان,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000074.jpeg,Google drive,مشروب زهرة الكركديه مع بهار القرفة والقرنفل مع قطع الثلج,كباية شربوت كركدي مع التلج,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000075.jpg,Google drive,خبز القمح السميك مع السمن والسكر,قراصة بالسمنة والسكر,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000076.jpeg,Google drive,وعاء يحتوي على مرق البامية,حلة ملاح بامية,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000077.jpeg,Google drive,مشروب التمر الهندي مع قطع الثلج,كباية عصيرعرديب  مع تلج,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000078.png,Google drive,مرق الملوخية المفرومة ,ملاح خدرة مطبوخة ,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000079.jpg,Google drive,لحم مشوي على الفحم في المشواة,شيّة جمر في الشواية,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000080.jpeg,Google drive,مقلاة بها كبد الخروف ,طوّة فيها كبدة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000081.jpeg,Google drive,فطير مُحلّى بالسكرالمطحون,فطير بالسكر,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000082.jpeg,Google drive,سلطة زبدة الفول السوداني مع زيت السمسم والشمر,سلطة دكوة بزيت السمسم والشمار,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000083.jpeg,Google drive,حساء العدس مع الخبز وصلصة الفلفل الأحمر,فتة عدس و جمبها صحن شطة حمرا,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000084.png,Google drive,عجين ذرة مطبوخ مع مرق الزبادي,عصيدة بملاح روب,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000085.jpeg,Google drive,حساء اللحم المسلوق مع الخبز والارز,فتة سليقة بالرز,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000086.jpg,Google drive,ثمار شجرة التبلدي مع صلصة الفلفل الحار,قنقليز بالشطة,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000087.jpg,Google drive,حلوى السكر و النشا  المحشوة بالمكسرات,حلاوة لكوم محشية مكسرات,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000088.jpg,Google drive,صينية بها فطيرة رفيعة من الدقيق مع الزبادي الرائب,صينية فيها فطير بالروب,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000089.jpg,Google drive,جبن ملفوف على شكل ضفيرة,جبنة مضفرة,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000090.jpg,Google drive,دلو يحتوي على بسكويت بالكمون والسمسم,جردل منين,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000091.jpg,Google drive,طبق به سلطة خضروات متنوعة,صحن سلطة خدرا,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000092.jpg,Google drive,صينية بها أكواب زجاجية  و حافظة شاي  بالحليب,صينية فيها كبابي و ترمسة شاي لبن,,Audio_link,Food & Drinks,Licened Public(Wikimmedia common),"CC BY 4.0, by RamboSD",
IMG_000093.jpg,Google drive,مشروب غازي بنكهة التوت داخل الثلاجة,قزازات بزيانوس في باب التلاجة,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000094.jpeg,Google drive,سلطة البطاطس والجزر بالمايونيز,سلطة مايونيز بي بطاطس و جزر,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000095.jpg,Google drive,وعاء به مرق البازيلاء,حلة ملاح بِسلة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000096.jpg,Google drive,سلطة الطماطم مع الجبن مُزيّنة بالبقدونس,سلطة طماطم بالجبنة و في وشها بقدونس,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000097.jpg,Google drive,يد تحمل ثمار الهلجيج ,يد شايلة لالوب,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000098.jpg,Google drive,وعاء به مرق اللبن و بجانبه خبز الذرة مع المرق,كورة ملاح ويكاب و كسرة مُمَلَحة,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000099.jpg,Google drive,سلّة من السّعف بها تمر الرُطب,سبت سعف فيهو رطب,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000100.jpg,Google drive,شعيرية على شكل حبوب صغيرة,سكسكانية,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000101.jpg,Google drive,قَدح قهوة سودانية,فنجان جَبَنة,القضارف/ ولاية القضارف,Audio_link,Food & Drinks,Own recording,permession form,
IMG_000102.jpg,Google drive,قِدر على الموقد يحتوي على مرق نبات البَقْلَة والعدس مع اللحم,حلة ملاح رجلة فوق البوتوجاز,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000103.jpg,Google drive,قِدر به مرق البطاطس و بجانبه مرق البَقْلة,حلة ملاح بطاطس و جمبها ملاح رجلة,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000104.jpg,Google drive,طبق جبن أبيض,صحن جبنة بيضا,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000105.jpeg,Google drive,طبق حَلْوى طَحِينِيَّة,صحن فيهو طحنية,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000106.jpg,Google drive,خبز القمح السميك محشو بالتمر,قراصة بلح,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000107.jpeg,Google drive,طبق يحتوي على حلوى الزبدة مع القرنفل, صحن غُرَيْبَة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000108.jpg,Google drive,وعاء يحتوي على خليط الدقيق والحليب والسكر مع الدُخن,كورة فيها مديدة دخن,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000109.jpg,Google drive,شراب و ثمار الدوم,دوم و جمبه العصير بتاعو,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000110.jpg,Google drive,طبق فيه سلطة كوسة و شريحة ليمون,صحن فيهو سلطة كوسة و ليمونة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000111.jpg,Google drive,وعاء كبير يحتوي على مرق اللحم مع البامية المطحونة,كورة كبيرة فيها ملاح ام رُقَيْقة,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000112.jpg,Google drive,صينية فرن تحتوي على حلوى جوز الهند,صينية فرن فيها جوزية,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000113.jpg,Google drive,طبق سلطة الجزر,صحن سلطة جزر,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000114.jpg,Google drive,مرق البصل وزبدة الفول السوداني مع الخبز,فتة سخينة,,Audio_link,Food & Drinks,Direct Permission(Tarig mansour),permession form,
IMG_000115.jpg,Google drive,خبز جاف محمص داخل غلاف بلاستيكي,كيس فيهو قرقوش,,Audio_link,Food & Drinks,Direct Permission,permession form,
IMG_000116.jpg,Google drive,مسجد و مجمع النور في وقت المغرب، أضواؤه الصفراء مضاءة، و أمامه سيارات متوقفة,جامع و مجمع النور في وقت المغربية انواره الصفرا شغالة و قدامه عربات واقفة,بحري/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licensed Public (Wikimedia common),public domain,
IMG_000117.jpg,Google drive,مسجد النيلين بتصميم على هيئة قبة دائرية مضلعة ذات لون بيج، و بحانبها مئذنة شاهقة الارتفاع,جامع النيلين مصمم على شكل قبة مدورة مضلعة لونها بيجي و جمبها مئذنة طويلة,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licensed Public (Wikimedia common),"CC BY-SA 2.0, BY Motaz Altahir",
IMG_000118.jpg,Google drive,الجامع الكبير المبنّي من الطوب، ويخرج منه رجال يرتدون الثوب التقليدي السوداني,الجامع الكبير مبني من الطوب و في رجال لابسين جلاليب طالعين منه,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licensed Public (Wikimedia common),"CC BY-SA 3.0, By Azri Alhaq",
IMG_000119.jpg,Google drive,مدخل مبنى مدرسة يونانية تعلوه لافتة تحمل اسمها باللغة اليونانية,مدخل مبنى حق مدرسة يونانية و فوق مكتوب اسمها باليوناني,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licensed Public (Wikimedia common),"CC BY-SA 4.0,BY RomanDeckert",
IMG_000120.jpg,Google drive,كنيسة بلون بيج وأبيض، لها برجان مرتفعان وقبة زرقاء,كنيسة لونها بيجي ب أبيض عندها برجيين عاليات و قبة زرقا,كوستي/ ولاية النيل الأبيض,Audio_link,Public places and infrastructure,Licensed Public (Wikimedia common),"CC BY-SA 3.0, By Bertramz",
IMG_000121.jpg,Google drive,صالة الوصول في مطار الخرطوم الدولي، وبها كراسي انتظار ولوحة صفراء مكتوب عليها باللغة الإنجليزية,صالة وصول مطار الخرطوم فيها كراسي انتظار و لوحة صفرا مكتوب فيها بالانجليزي,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Direct Permission,Permission form ,
IMG_000122.jpg,Google drive,مدخل جامعة العلوم والتقانة مجمع كليات الهندسة,مدخل  مبنى مجمع هندسات جامعة العلوم والتقانة,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licensed Public ,Image_link,
IMG_000123.jpg,Google drive,مبنى المجمع الطبي بجامعة كرري، يتوسطه ممر وتحيط به مساحات من العشب,مبنى المجمع الطبي جامعة كرري، في النص في ممر و حولينه نجيلة,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licensed Public ,Image_link,
IMG_000124.jpg,Google drive,مبنى جامعة الرازي من الجهة الجانبية، مبنيٌّ من طوب حراري أحمر، وأمامه عشب و مقاعد للجلوس,مبنى جامعة الرازي بالجمبة، مبني من طوب حراري احمر و قدامه نجيلة و كراسي,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public,Image_link,
IMG_000125.jpg,Google drive,كنيسة لها أكثر من برج، تعلوها صلبان، وتظهر على جدرانها تفاصيل محفورة,كنيسة فيها اكتر من برج فيهم صليب و تفاصيل محفورة في حيطتها,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licensed Public (Wikimedia common),"CC BY-SA 2.0,BY David Stanely",
IMG_000126.jpg,Google drive,مئذنة وجزء من مسجد بلال بن رباح، بلون بيج مع لمسات وردية في النوافذ,مئذنة و جزء من جامع بلال بن رباح، لونهم بيجي مع شوية وردي في الشبابيك,بورتسودان/ ولاية البحر الأحمر,Audio_link,Public places and infrastructure,Licensed Public (Wikimedia common),public domain,
IMG_000127.jpg,Google drive,مدخل مبنى صحيفة التيار، بباب حديدي أسود تعلوه شجرة ظل,مدخل مبنى جريدة التيار، بابه حديد اسود و فوقه شجرة ضل,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licensed Public (Wikimedia common),"CC BY-SA 4.0,BY Mohamed grgory",
IMG_000128.jpg,Google drive,بوابة أمام مبنى قبة المهدي ذات اللون الأصفر والفضّي، تحيط به أشجار نخيل,بوابة وجواها مبنى قبة المهدي اللونها اصفر بفضي وحوالينها نخيل,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licensed Public (Wikimedia common),"CC BY-SA 2.0,BY Hans Birger Nilsen",
IMG_000129.jpg,Google drive,مباني أقسام كلية الهندسة المطلّة على مساحات العشب بجامعة السودان للعلوم والتكنولوجيا,مباني الأقسام حقت الهندسة الفاتحة على النجيلة في الجنوبي,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,A friend Submission,Permission Form,
IMG_000130.jpg,Google drive,بوابة المدخل الرئيسة لجامعة القضارف، تتزيّن بقطع من السراميك الملون,بوابة المدخل الرئيسي لجامعة القضارف المزينة بالسراميك الملون,القضارف / ولاية القضارف,Audio_link,Public places and infrastructure,A friend Submission,Permission Form,
IMG_000131.jpg,Google drive,بوابة مدخل جامعة كردفان، تتوسطها أعلام كثيرة، وبجانبها صرافة الادخار والتنمية الاجتماعية,مدخل بوابة جامعة كردفان فوق ليهو في اعلام كتيرة وجمبو صرافة الادخار والتنمية الاجتماعية,الأبيض/ ولاية شمال كردفان,Audio_link,Public places and infrastructure,Licensed Public (Wikimedia common),"CC BY-SA 4.0,BY Ibrahim Old",
